4.426712,21240.0
4.436616,21265.0
4.446528,21283.0
4.456436,21308.0
4.466332,21312.0
4.476244,21313.0
4.48616,21314.0
4.496056,21317.0
4.505972,21299.0
4.515888,21306.0
4.525788,21302.0
4.535704,21325.0
4.54562,21324.0
4.555532,21332.0
4.565448,21323.0
4.575368,21305.0
4.585264,21315.0
4.595168,21328.0
4.605088,21331.0
4.615004,21337.0
4.624908,21325.0
4.634828,21320.0
4.644744,21330.0
4.654644,21333.0
4.664556,21342.0
4.674472,21347.0
4.684384,21329.0
4.6943,21316.0
4.704216,21326.0
4.71412,21339.0
4.724032,21352.0
4.73394,21341.0
4.743836,21331.0
4.753748,21325.0
4.763668,21344.0
4.77356,21347.0
4.783476,21353.0
4.793392,21348.0
4.803292,21322.0
4.813208,21327.0
4.823124,21348.0
4.83302,21357.0
4.842932,21355.0
4.85284,21353.0
4.862732,21345.0
4.872652,21342.0
4.882568,21364.0
4.892468,21357.0
4.902372,21362.0
4.912288,21357.0
4.922204,21349.0
4.932108,21355.0
4.942028,21358.0
4.951944,21367.0
4.961848,21366.0
4.971756,21352.0
4.981668,21352.0
4.991576,21361.0
5.0015,21379.0
5.011416,21371.0
5.02132,21371.0
5.031232,21359.0
5.04114,21357.0
5.05104,21374.0
5.060952,21383.0
5.070872,21380.0
5.080772,21372.0
5.090688,21367.0
5.100608,21377.0
5.110504,21380.0
5.12042,21388.0
5.130324,21378.0
5.140232,21370.0
5.150152,21382.0
5.160072,21383.0
5.169964,21382.0
5.179872,21392.0
5.189788,21383.0
5.199708,21376.0
5.20962,21381.0
5.219536,21383.0
5.229452,21393.0
5.239356,21400.0
5.249272,21387.0
5.259184,21374.0
5.269092,21389.0
5.279004,21402.0
5.28892,21412.0
5.298824,21395.0
5.308736,21387.0
5.318644,21392.0
5.32854,21399.0
5.338448,21412.0
5.348364,21407.0
5.358256,21403.0
5.368168,21393.0
5.378084,21399.0
5.388,21409.0
5.397912,21418.0
5.407828,21416.0
5.417724,21408.0
5.427636,21401.0
5.43754,21410.0
5.447436,21421.0
5.457352,21428.0
5.467272,21420.0
5.477168,21409.0
5.487072,21408.0
5.496992,21398.0
5.506908,21426.0
5.51682,21434.0
5.526736,21430.0
5.536652,21420.0
5.546552,21412.0
5.556464,21425.0
5.566372,21432.0
5.576288,21435.0
5.586204,21426.0
5.59612,21422.0
5.606024,21424.0
5.615936,21415.0
5.625844,21438.0
5.635744,21450.0
5.645656,21447.0
5.655572,21427.0
5.665476,21425.0
5.675392,21443.0
5.685308,21441.0
5.69522,21448.0
5.705132,21446.0
5.715044,21443.0
5.72494,21432.0
5.73486,21446.0
5.744776,21452.0
5.754668,21459.0
5.764576,21455.0
5.774496,21447.0
5.784412,21442.0
5.794316,21442.0
5.804236,21452.0
5.814152,21464.0
5.824056,21458.0
5.833968,21455.0
5.84388,21442.0
5.853792,21447.0
5.863708,21464.0
5.873624,21464.0
5.883528,21450.0
5.89344,21464.0
5.903348,21460.0
5.913244,21467.0
5.923156,21470.0
5.933072,21478.0
5.942968,21461.0
5.952884,21464.0
5.9628,21459.0
5.9727,21473.0
5.982616,21475.0
5.992532,21485.0
6.002428,21479.0
6.01234,21469.0
6.022248,21463.0
6.03214,21476.0
6.04206,21486.0
6.051976,21480.0
6.061872,21492.0
6.071792,21484.0
6.081716,21472.0
6.091628,21471.0
6.101528,21488.0
6.111444,21488.0
6.12136,21498.0
6.131264,21484.0
6.141176,21483.0
6.151092,21488.0
6.160996,21494.0
6.170908,21490.0
6.180824,21507.0
6.190728,21489.0
6.20064,21491.0
6.210548,21487.0
6.220444,21498.0
6.230356,21485.0
6.240276,21519.0
6.250168,21498.0
6.260084,21495.0
6.27,21493.0
6.2799,21499.0
6.289816,21510.0
6.299732,21519.0
6.309628,21518.0
6.31954,21508.0
6.329452,21506.0
6.339344,21502.0
6.349264,21485.0
6.35918,21518.0
6.36908,21526.0
6.379004,21506.0
6.388924,21509.0
6.39884,21504.0
6.408756,21516.0
6.418668,21522.0
6.428584,21533.0
6.438496,21537.0
6.448412,21530.0
6.458328,21516.0
6.468232,21519.0
6.478144,21529.0
6.488052,21530.0
